ispb,nome_completo,nome_reduzido,cnpj,tipo_instituicao,autorizada_bcb,participa_pix,participa_str,status_operacional,fonte_dados,modalidade_pix,iniciacao_pagamento,facilitador_saque,data_inicio_operacao,acesso_principal,participa_compe
71243034,COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA.,COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA.,71243034000155,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71297899,CCLA OESTE MINEIRO LTDA-SICOOB,CCLA OESTE MINEIRO LTDA-SICOOB,71297899000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71328769,SICOOB COCRED CC,SICOOB COCRED CC,71328769000181,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71336432,SICOOB CREDIMED - CCLA DE UBERABA LTDA,SICOOB CREDIMED - CCLA DE UBERABA LTDA,71336432000116,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71392047,CC MONTECREDI LTDA.,CC MONTECREDI LTDA.,71392047000196,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71418784,UNICRED SUL DE MINAS,UNICRED SUL DE MINAS,71418784000110,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71419600,CCLA DA REGIÃO DE FRUTAL,CCLA DA REGIÃO DE FRUTAL,71419600000137,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71432926,CCPS E LA DO TRIANG MINEIRO E SUL DE MG LTDA,CCPS E LA DO TRIANG MINEIRO E SUL DE MG LTDA,71432926000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71441406,CCLA PEDRO LEOPOLDO,CCLA PEDRO LEOPOLDO,71441406000158,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71506513,CC SICOOB ITAPAGIPE,CC SICOOB ITAPAGIPE,71506513000117,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71590442,Lastro RDV Distribuidora de Títulos e Valores Mobiliários Ltda.,LASTRO RDV DTVM LTDA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,10/09/2018,Internet,Não
71677850,FRENTE CORRETORA DE CÂMBIO S.A.,FRENTE CC S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,25/09/2018,RSFN,Não
71698674,COOP SICOOB MANTIQUEIRA,COOP SICOOB MANTIQUEIRA,71698674000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71884498,UNICRED DO ESTADO DE SÃO PAULO,UNICRED DO ESTADO DE SÃO PAULO,71884498000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
71962609,PAGARE,PAGARE,71962609000190,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
72128440,COOP SICREDI RIO RJ,COOP SICREDI RIO RJ,72128440000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
72257793,COOP SICREDI VEREDAS,COOP SICREDI VEREDAS,72257793000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73092827,CCM SERV MIN EDUC SÃO PAULO,CCM SERV MIN EDUC SÃO PAULO,73092827000146,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73113243,COOP SICREDI MORADA DO SOL SP,COOP SICREDI MORADA DO SOL SP,73113243000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73302408,EXIM CORRETORA DE CAMBIO LTDA,EXIM CC LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,01/11/2023,Internet,Não
73326449,COOP LIVRE ADMISSÃO DE ASSOCIADOS SICOOB CRUZ ALTA LTDA,COOP LIVRE ADMISSÃO DE ASSOCIADOS SICOOB CRUZ ALTA LTDA,73326449000118,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73398646,SOC CC SICOOB COOPERE,SOC CC SICOOB COOPERE,73398646000142,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73422792,CCLA RUBIATABA REGIAO,CCLA RUBIATABA REGIAO,73422792000166,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73443863,COOP UNICRED VALE LTDA.,COOP UNICRED VALE LTDA.,73443863000107,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73622748,BT CORRETORA DE CÂMBIO LTDA.,BT CC LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,18/11/2010,Internet,Não
73647935,COOP UNIQUE BR LTDA.,COOP UNIQUE BR LTDA.,73647935000138,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
73750424,CECM UNICRED INTEGRAÇÃO,CECM UNICRED INTEGRAÇÃO,73750424000147,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
74014747,ÁGORA CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ÁGORA CTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,20/11/2023,RSFN,Não
74064502,CC UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL,CC UNICRED VALOR CAPITAL LTDA - UNICRED VALOR CAPITAL,74064502000112,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
74114042,CC UNICRED UNIÃO LTDA - UNICRED UNIÃO,CC UNICRED UNIÃO LTDA - UNICRED UNIÃO,74114042000190,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
74248949,CCM SERV MUN S JOAO BOA VISTA,CCM SERV MUN S JOAO BOA VISTA,74248949000141,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
74828799,NOVO BCO CONTINENTAL S.A. - BM,NOVO BCO CONTINENTAL S.A. - BM,74828799000145,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
75647891,BANCO CRÉDIT AGRICOLE BRASIL S.A.,BCO CRÉDIT AGRICOLE BR S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
76059997,COOP SICREDI PROGRESSO PR/SP,COOP SICREDI PROGRESSO PR/SP,76059997000117,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
76461557,CCR COOPAVEL,CCR COOPAVEL,76461557000191,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,05/11/2018,RSFN,Sim
76543115,Banco Sistema S.A.,BANCO SISTEMA,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,15/07/2015,RSFN,Não
77984870,COOP SICREDI PLANALT DAS ÁGUAS,COOP SICREDI PLANALT DAS ÁGUAS,77984870000177,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78157146,CREDIALIANÇA CCR,CREDIALIANÇA CCR,78157146000132,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,18/01/2011,RSFN,Sim
78414067,COOP SICREDI VANGUARDA PR/SP/RJ,COOP SICREDI VANGUARDA PR/SP/RJ,78414067000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78483310,CCLA ITAPIRANGA,CCLA ITAPIRANGA,78483310000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78626983,BCO VR S.A.,BCO VR S.A.,78626983000163,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Não
78632767,OURIBANK S.A.,OURIBANK S.A.,78632767000120,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,28/01/2014,RSFN,Não
78825023,CCLAA OESTE CATARINENSE,CCLAA OESTE CATARINENSE,78825023000122,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78825270,CCLAA SICOOB MAXICRÉDITO,CCLAA SICOOB MAXICRÉDITO,78825270000129,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78834975,CCLA DO VALE DO CANOINHAS,CCLA DO VALE DO CANOINHAS,78834975000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78840071,COOP SICOOB CREDIAUC,COOP SICOOB CREDIAUC,78840071000190,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78858107,CCLAA AURIVERDE-SICOOB CREDIAL,CCLAA AURIVERDE-SICOOB CREDIAL,78858107000162,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78862083,COOP NOVOS CAMPOS,COOP NOVOS CAMPOS,78862083000115,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78865995,CCLA VALE DO RIO DO PEIXE,CCLA VALE DO RIO DO PEIXE,78865995000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
78907607,COOP SICREDI CENT SUL PR/SC/RJ,COOP SICREDI CENT SUL PR/SC/RJ,78907607000147,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
79052122,COOP SICREDI ALIANÇA,COOP SICREDI ALIANÇA,79052122000181,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
79063574,COOP SICREDI NORTE SUL,COOP SICREDI NORTE SUL,79063574000169,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
79086997,COOP SICREDI PARANAPANEMA SERRANA PR/SP/RJ,COOP SICREDI PARANAPANEMA SERRANA PR/SP/RJ,79086997000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
79342069,COOP SICREDI DEXIS,COOP SICREDI DEXIS,79342069000153,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
79457883,COOP SICREDI AGROEMPRESARIAL,COOP SICREDI AGROEMPRESARIAL,79457883000113,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
80160260,CCC SICOOB CENTRAL SC/RS,CCC SICOOB CENTRAL SC/RS,80160260000163,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
80230774,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ","CCC POUP E INV DOS ESTADOS DO PR, SP E RJ",,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,28/02/2024,RSFN,Não
80271455,BANCO RNX S.A.,BCO RNX S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/02/2021,RSFN,Não
80959612,CC ALTO VALE DO ITAJAÍ,CC ALTO VALE DO ITAJAÍ,80959612000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
80959638,CCLA MEIO OESTE CATARINENSE,CCLA MEIO OESTE CATARINENSE,80959638000193,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81011686,CC DO NORTE CATARINENSE E SUL PARANAENSE,CC DO NORTE CATARINENSE E SUL PARANAENSE,81011686000118,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81014060,CCLAA ITAIPU SICOOB CREDITAIPU,CCLAA ITAIPU SICOOB CREDITAIPU,81014060000165,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81016131,CCLA VALE DO VINHO,CCLA VALE DO VINHO,81016131000169,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81054686,COOP SICREDI INTEGRAÇÃO PR/SC,COOP SICREDI INTEGRAÇÃO PR/SC,81054686000103,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81099491,COOP SICREDI VALE DO PIQUIRI,COOP SICREDI VALE DO PIQUIRI,81099491000171,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81115149,COOP SICREDI GRANDES LAGOS,COOP SICREDI GRANDES LAGOS,81115149000118,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81192106,COOP SICREDI NOSSA TERRA PR/SP,COOP SICREDI NOSSA TERRA PR/SP,81192106000136,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81206039,COOP SICREDI RIO PARANÁ,COOP SICREDI RIO PARANÁ,81206039000161,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81292278,CC ORIGINAL - SICOOB ORIGINAL,CC ORIGINAL - SICOOB ORIGINAL,81292278000181,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81367880,CCLA SUL CATARINENSE,CCLA SUL CATARINENSE,81367880000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81466286,COOP SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP,COOP SICREDI CAMPOS GERAIS E GRANDE CURITIBA PR/SP,81466286000105,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81607046,CCLAA SAO MIGUEL DO OESTE,CCLAA SAO MIGUEL DO OESTE,81607046000175,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81706616,COOP SICREDI VLR SUSTENT PR/SP,COOP SICREDI VLR SUSTENT PR/SP,81706616000184,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
81723108,CREDICOAMO,CREDICOAMO,81723108000104,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,10/12/2012,RSFN,Sim
82065285,COOP SICREDI SOMA,COOP SICREDI SOMA,82065285000103,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
82096447,COOP CREDI&GENTE,COOP CREDI&GENTE,82096447000170,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,02/09/2021,RSFN,Não
82133182,CC DO VALE EUROPEU - SICOOB EURO VALE,CC DO VALE EUROPEU - SICOOB EURO VALE,82133182000133,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
82527557,COOP SICREDI FRONTEIR PR/SC/SP,COOP SICREDI FRONTEIR PR/SC/SP,82527557000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
82639451,COOP VIACREDI,COOP VIACREDI,82639451000138,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
82842386,INFOPAGO,INFOPAGO,82842386000143,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
83315408,COOP SICREDI NORTE,COOP SICREDI NORTE,83315408000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
83836114,CCLA DO ESTADO DO PARÁ - SICOOB COOESA,CCLA DO ESTADO DO PARÁ - SICOOB COOESA,83836114000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
84156470,CC INTEGRANTES MIN PUBL E PODER JUDIC AP E CE E CCLA PA,CC INTEGRANTES MIN PUBL E PODER JUDIC AP E CE E CCLA PA,84156470000139,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
84974278,COOP SICREDI IGUAÇU PR/SC E REGIÃO METROP. DE CAMPINAS/SP,COOP SICREDI IGUAÇU PR/SC E REGIÃO METROP. DE CAMPINAS/SP,84974278000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
85291086,CC LITORÂNEA,CC LITORÂNEA,85291086000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
86389236,COOP SICOOB UNI SUDESTE,COOP SICOOB UNI SUDESTE,86389236000187,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
86564051,CC NOROESTE DE MINAS,CC NOROESTE DE MINAS,86564051000161,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
86585049,SICOOB CREDILEITE,SICOOB CREDILEITE,86585049000179,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
86791837,SICOOB VALE DOS PINHAIS,SICOOB VALE DOS PINHAIS,86791837000111,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
86829827,CCLA DO VALE,CCLA DO VALE,86829827000128,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87067757,COOP SICREDI CENTRO SERRA,COOP SICREDI CENTRO SERRA,87067757000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87437687,"COOPERATIVA CENTRAL DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL E SUDESTE - CENTRAL SICREDI SUL/SUDESTE",CCCPOUPINV SUL E SUDESTE - CENTRAL SUL/SUDESTE,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/02/2024,RSFN,Não
87510475,COOP SICREDI ROTA DAS TERRAS,COOP SICREDI ROTA DAS TERRAS,87510475000106,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87733077,COOP SICREDI ESSÊNCIA,COOP SICREDI ESSÊNCIA,87733077000159,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87733770,COOP. CRED. POUP. INVEST. CONEXÃO,COOP. CRED. POUP. INVEST. CONEXÃO,87733770000121,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87779625,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,COOPERATIVA DE CRÉDITO COOPERAÇÃO - SICREDI COOPERAÇÃO,87779625000181,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87780268,COOP SICREDI UNIESTADOS,COOP SICREDI UNIESTADOS,87780268000171,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87780284,COOP SICREDI VL JAGUA ZN MATA,COOP SICREDI VL JAGUA ZN MATA,87780284000164,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87781530,SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG,SICREDI INTEGRAÇÃO DE ESTADOS RS/SC/MG,87781530000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87784088,COOP SICREDI SUL MINAS RS/MG,COOP SICREDI SUL MINAS RS/MG,87784088000168,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87795639,COOP SICREDI ALIANÇA,COOP SICREDI ALIANÇA,87795639000199,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87853206,COOP SICREDI OURO BRANCO RS/MG,COOP SICREDI OURO BRANCO RS/MG,87853206000142,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87900411,COOP SICREDI SEMENTES DO SUL,COOP SICREDI SEMENTES DO SUL,87900411000111,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
87900601,COOP SICREDI BOTUCARAÍ RS/MG,COOP SICREDI BOTUCARAÍ RS/MG,87900601000139,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
88038260,COOP SICREDI PLANALTO RS/MG,COOP SICREDI PLANALTO RS/MG,88038260000105,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
88099247,COOP SICREDI RAIZES RS/SC/MG,COOP SICREDI RAIZES RS/SC/MG,88099247000158,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
88471024,COOP SICREDI GERAÇÕES RS/MG,COOP SICREDI GERAÇÕES RS/MG,88471024000170,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
88530142,COOP DE CRED E INVEST LIBERDADE - SICREDI LIBERDADE,COOP DE CRED E INVEST LIBERDADE - SICREDI LIBERDADE,88530142000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
88894548,COOP SICREDI UNIÃO RS,COOP SICREDI UNIÃO RS,88894548000173,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
89049738,COOP SICREDI CONFIANÇA,COOP SICREDI CONFIANÇA,89049738000157,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
89126130,COOP SICREDI REGIÃO DOS VALES,COOP SICREDI REGIÃO DOS VALES,89126130000189,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
89280960,CECM DOS EMPR DAS EMP RANDON,CECM DOS EMPR DAS EMP RANDON,89280960000166,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
89468565,COOP SICREDI REG PROD RS/SC/MG,COOP SICREDI REG PROD RS/SC/MG,89468565000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
89960090,RB INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LIMITADA,RB INVESTIMENTOS DTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,05/07/2018,RSFN,Não
89990501,COOP SICREDI IBIRAIARAS RS/MG,COOP SICREDI IBIRAIARAS RS/MG,89990501000176,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
90400888,BCO SANTANDER (BRASIL) S.A.,BCO SANTANDER (BRASIL) S.A.,90400888000142,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,22/04/2002,RSFN,Sim
90497256,COOP SICREDI INTERESTADOS,COOP SICREDI INTERESTADOS,90497256000149,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
90608712,COOP SICREDI SERRANA RS,COOP SICREDI SERRANA RS,90608712000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
90729369,COOP SICREDI CULTURAS RS/MG,COOP SICREDI CULTURAS RS/MG,90729369000122,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
91159764,COOP SICREDI INTEGRAÇÃO RS/MG,COOP SICREDI INTEGRAÇÃO RS/MG,91159764000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
91586982,COOP SICREDI PIONEIRA RS,COOP SICREDI PIONEIRA RS,91586982000109,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
91669747,DM SCFI,DM SCFI,91669747000192,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,20/09/2024,RSFN,Não
91884981,Banco John Deere S.A.,BANCO JOHN DEERE S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
92555150,COOP SICREDI ALT SERRA RS/SC,COOP SICREDI ALT SERRA RS/SC,92555150000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
92702067,BCO DO ESTADO DO RS S.A.,BCO DO ESTADO DO RS S.A.,92702067000196,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,22/04/2002,RSFN,Sim
92796564,COOP SICREDI ORIGENS RS,COOP SICREDI ORIGENS RS,92796564000109,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
92825397,COOPCRECE,COOPCRECE,92825397000179,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Etapa Homologatória,nan,23/06/2023,RSFN,Não
92856905,ADVANCED CORRETORA DE CÂMBIO LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,ADVANCED CC LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,03/10/2011,RSFN,Não
92874270,BANCO DIGIMAIS S.A.,BCO DIGIMAIS S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
92894922,BANCO ORIGINAL,BANCO ORIGINAL,92894922000108,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
92934215,BANRISUL PAGAMENTOS IP,BANRISUL PAGAMENTOS IP,92934215000106,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
94243839,UNICRED PIONEIRA,UNICRED PIONEIRA,94243839000102,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
94433109,CECM MÉD DE PORTO ALEGRE,CECM MÉD DE PORTO ALEGRE,94433109000166,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
94968518,EFX CORRETORA DE CÂMBIO LTDA.,EFX CC LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,14/03/2019,RSFN,Não
